"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"14.10.2023 23:00 - 15.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 00:00 - 15.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 01:00 - 15.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 02:00 - 15.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 03:00 - 15.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 04:00 - 15.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 05:00 - 15.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 06:00 - 15.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 07:00 - 15.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 08:00 - 15.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 09:00 - 15.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 10:00 - 15.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 11:00 - 15.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 12:00 - 15.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 13:00 - 15.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 14:00 - 15.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 15:00 - 15.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 16:00 - 15.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 17:00 - 15.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 18:00 - 15.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 19:00 - 15.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 20:00 - 15.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 21:00 - 15.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 22:00 - 15.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"15.10.2023 23:00 - 16.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 00:00 - 16.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 01:00 - 16.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 02:00 - 16.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 03:00 - 16.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 04:00 - 16.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 05:00 - 16.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 06:00 - 16.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 07:00 - 16.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 08:00 - 16.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 09:00 - 16.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 10:00 - 16.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 11:00 - 16.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 12:00 - 16.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 13:00 - 16.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 14:00 - 16.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 15:00 - 16.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 16:00 - 16.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 17:00 - 16.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 18:00 - 16.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 19:00 - 16.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 20:00 - 16.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 21:00 - 16.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 22:00 - 16.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"16.10.2023 23:00 - 17.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 00:00 - 17.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 01:00 - 17.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 02:00 - 17.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 03:00 - 17.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 04:00 - 17.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 05:00 - 17.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 06:00 - 17.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 07:00 - 17.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 08:00 - 17.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 09:00 - 17.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 10:00 - 17.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 11:00 - 17.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 12:00 - 17.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 13:00 - 17.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 14:00 - 17.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 15:00 - 17.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 16:00 - 17.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 17:00 - 17.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 18:00 - 17.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 19:00 - 17.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 20:00 - 17.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 21:00 - 17.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 22:00 - 17.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"17.10.2023 23:00 - 18.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 00:00 - 18.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 01:00 - 18.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 02:00 - 18.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 03:00 - 18.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 04:00 - 18.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 05:00 - 18.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 06:00 - 18.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 07:00 - 18.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 08:00 - 18.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 09:00 - 18.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 10:00 - 18.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 11:00 - 18.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 12:00 - 18.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 13:00 - 18.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 14:00 - 18.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 15:00 - 18.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 16:00 - 18.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 17:00 - 18.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 18:00 - 18.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 19:00 - 18.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 20:00 - 18.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 21:00 - 18.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 22:00 - 18.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"18.10.2023 23:00 - 19.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 00:00 - 19.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 01:00 - 19.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 02:00 - 19.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 03:00 - 19.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 04:00 - 19.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 05:00 - 19.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 06:00 - 19.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 07:00 - 19.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 08:00 - 19.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 09:00 - 19.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 10:00 - 19.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 11:00 - 19.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 12:00 - 19.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 13:00 - 19.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 14:00 - 19.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 15:00 - 19.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 16:00 - 19.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 17:00 - 19.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 18:00 - 19.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 19:00 - 19.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 20:00 - 19.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 21:00 - 19.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 22:00 - 19.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"19.10.2023 23:00 - 20.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 00:00 - 20.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 01:00 - 20.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 02:00 - 20.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 03:00 - 20.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 04:00 - 20.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 05:00 - 20.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 06:00 - 20.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 07:00 - 20.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 08:00 - 20.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 09:00 - 20.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 10:00 - 20.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 11:00 - 20.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 12:00 - 20.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 13:00 - 20.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 14:00 - 20.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 15:00 - 20.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 16:00 - 20.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 17:00 - 20.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 18:00 - 20.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 19:00 - 20.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 20:00 - 20.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 21:00 - 20.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 22:00 - 20.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"20.10.2023 23:00 - 21.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 00:00 - 21.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 01:00 - 21.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 02:00 - 21.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 03:00 - 21.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 04:00 - 21.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 05:00 - 21.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 06:00 - 21.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 07:00 - 21.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 08:00 - 21.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 09:00 - 21.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 10:00 - 21.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 11:00 - 21.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 12:00 - 21.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 13:00 - 21.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 14:00 - 21.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 15:00 - 21.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 16:00 - 21.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 17:00 - 21.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 18:00 - 21.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 19:00 - 21.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 20:00 - 21.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 21:00 - 21.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 22:00 - 21.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"21.10.2023 23:00 - 22.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 00:00 - 22.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 01:00 - 22.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 02:00 - 22.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 03:00 - 22.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 04:00 - 22.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 05:00 - 22.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 06:00 - 22.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 07:00 - 22.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 08:00 - 22.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 09:00 - 22.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 10:00 - 22.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 11:00 - 22.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 12:00 - 22.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 13:00 - 22.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 14:00 - 22.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 15:00 - 22.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 16:00 - 22.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 17:00 - 22.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 18:00 - 22.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 19:00 - 22.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 20:00 - 22.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 21:00 - 22.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 22:00 - 22.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"22.10.2023 23:00 - 23.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 00:00 - 23.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 01:00 - 23.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 02:00 - 23.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 03:00 - 23.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 04:00 - 23.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 05:00 - 23.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 06:00 - 23.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 07:00 - 23.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 08:00 - 23.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 09:00 - 23.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 10:00 - 23.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 11:00 - 23.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 12:00 - 23.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 13:00 - 23.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 14:00 - 23.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 15:00 - 23.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 16:00 - 23.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 17:00 - 23.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 18:00 - 23.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 19:00 - 23.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 20:00 - 23.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 21:00 - 23.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 22:00 - 23.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"23.10.2023 23:00 - 24.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 00:00 - 24.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 01:00 - 24.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 02:00 - 24.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 03:00 - 24.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 04:00 - 24.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 05:00 - 24.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 06:00 - 24.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 07:00 - 24.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 08:00 - 24.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 09:00 - 24.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 10:00 - 24.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
